region,timestamp,temperature_c,precipitation_mm,humidity_pct,co2_ppm
Peshawar,2023-11-13T04:00:00Z,18.54,0,78.87,416.61
Karachi,2023-11-13T06:00:00Z,22.6,6.97,63.82,420.25
Lahore,2023-11-13T08:00:00Z,27.35,0,58.11,404.78
Islamabad,2023-11-13T10:00:00Z,22.99,1.66,54.71,417.23
Quetta,2023-11-13T12:00:00Z,24.22,2.48,75.55,423.29
Peshawar,2023-11-13T14:00:00Z,18.88,8.59,33.21,419.15
Karachi,2023-11-13T16:00:00Z,26.98,4.32,54.7,426.74
Lahore,2023-11-13T18:00:00Z,25.36,1.45,34.32,408.43
Islamabad,2023-11-13T20:00:00Z,50.03,1.52,50.01,406.5
Quetta,2023-11-13T22:00:00Z,28.5,0,58.16,427.13
Peshawar,2023-11-14T00:00:00Z,25.27,5.36,44.23,404.2
Karachi,2023-11-14T02:00:00Z,27.21,11.89,58.17,397.15
Lahore,2023-11-14T04:00:00Z,27.58,3.02,46.56,428.53
Islamabad,2023-11-14T06:00:00Z,24.56,1.34,75.57,420.1
Quetta,2023-11-14T08:00:00Z,12.79,4.79,40.0,395.33
Peshawar,2023-11-14T10:00:00Z,31.42,7.48,72.26,440.48
Karachi,2023-11-14T12:00:00Z,16.67,5.81,36.31,407.96
Lahore,2023-11-14T14:00:00Z,16.09,0,89.61,450.3
Islamabad,2023-11-14T16:00:00Z,17.48,0,37.32,404.89
Quetta,2023-11-14T18:00:00Z,15.67,0,59.03,409.07
Peshawar,2023-11-14T20:00:00Z,25.75,0,51.36,414.34
Karachi,2023-11-14T22:00:00Z,24.18,0,77.76,398.93
Lahore,2023-11-15T00:00:00Z,31.39,4.74,84.45,385.01
Islamabad,2023-11-15T02:00:00Z,21.22,0,76.29,428.62
Quetta,2023-11-15T04:00:00Z,22.19,0,85.96,425.1
Peshawar,2023-11-15T06:00:00Z,34.64,5.57,30.21,400.43
Karachi,2023-11-15T08:00:00Z,29.17,0,80.5,417.5
Lahore,2023-11-15T10:00:00Z,27.09,0,63.18,402.91
Islamabad,2023-11-15T12:00:00Z,25.95,4.84,55.88,437.42
Quetta,2023-11-15T14:00:00Z,42.33,0,83.99,430.22
Peshawar,2023-11-15T16:00:00Z,27.48,4.04,74.09,383.56
Karachi,2023-11-15T18:00:00Z,30.52,9.01,63.81,409.12
Lahore,2023-11-15T20:00:00Z,24.36,1.79,80.31,420.04
Islamabad,2023-11-15T22:00:00Z,25.58,6.22,80.78,420.31
Quetta,2023-11-16T00:00:00Z,36.9,13.09,50.94,387.41
Peshawar,2023-11-16T02:00:00Z,28.65,13.75,40.86,421.18
Karachi,2023-11-16T04:00:00Z,19.16,6.89,51.84,427.64
Lahore,2023-11-16T06:00:00Z,13.1,0,76.11,399.11
Islamabad,2023-11-16T08:00:00Z,42.59,1.11,71.52,424.1
Quetta,2023-11-16T10:00:00Z,37.61,3.53,48.98,404.44
Peshawar,2023-11-16T12:00:00Z,13.66,0,43.44,424.85
Karachi,2023-11-16T14:00:00Z,38.42,0,71.96,407.63
Lahore,2023-11-16T16:00:00Z,40.03,3.2,70.42,424.76
Islamabad,2023-11-16T18:00:00Z,24.86,0,38.29,416.58
Quetta,2023-11-16T20:00:00Z,28.72,0,46.56,418.27
Peshawar,2023-11-16T22:00:00Z,26.46,0.46,65.58,397.29
Karachi,2023-11-17T00:00:00Z,45.0,0,40.32,423.13
Lahore,2023-11-17T02:00:00Z,29.71,5.59,66.65,412.71
Islamabad,2023-11-17T04:00:00Z,29.05,7.64,64.02,418.81
Quetta,2023-11-17T06:00:00Z,13.98,2.38,41.82,416.67
Peshawar,2023-11-17T08:00:00Z,27.63,5.57,87.75,387.81
Karachi,2023-11-17T10:00:00Z,31.32,2.79,70.48,397.83
Lahore,2023-11-17T12:00:00Z,36.63,9.32,56.8,396.36
Islamabad,2023-11-17T14:00:00Z,34.37,0,56.91,388.09
Quetta,2023-11-17T16:00:00Z,25.77,0.07,77.2,406.74
Peshawar,2023-11-17T18:00:00Z,22.37,4.13,74.34,399.98
Karachi,2023-11-17T20:00:00Z,30.3,6.76,60.03,384.32
Lahore,2023-11-17T22:00:00Z,34.47,2.24,60.57,405.55
Islamabad,2023-11-18T00:00:00Z,25.17,0,57.64,411.86
Quetta,2023-11-18T02:00:00Z,37.03,0,79.38,410.48
Peshawar,2023-11-18T04:00:00Z,31.5,12.06,65.12,400.03
Karachi,2023-11-18T06:00:00Z,24.71,10.26,44.82,404.21
Lahore,2023-11-18T08:00:00Z,22.57,6.67,66.96,442.98
Islamabad,2023-11-18T10:00:00Z,23.72,2.82,40.05,406.59
Quetta,2023-11-18T12:00:00Z,20.84,0,34.1,412.44
Peshawar,2023-11-18T14:00:00Z,26.56,0.99,54.78,413.0
Karachi,2023-11-18T16:00:00Z,35.35,0.34,84.66,417.04
Lahore,2023-11-18T18:00:00Z,17.96,0,85.96,426.16
Islamabad,2023-11-18T20:00:00Z,30.65,2.12,41.09,413.97
Quetta,2023-11-18T22:00:00Z,31.08,0,59.08,418.0
Peshawar,2023-11-19T00:00:00Z,30.92,0,76.83,409.14
Karachi,2023-11-19T02:00:00Z,34.24,9.91,59.51,396.59
Lahore,2023-11-19T04:00:00Z,35.52,2.68,42.4,397.14
Islamabad,2023-11-19T06:00:00Z,17.55,10.6,38.22,394.77
Quetta,2023-11-19T08:00:00Z,19.87,0,69.24,418.21
Peshawar,2023-11-19T10:00:00Z,29.55,7.42,44.09,413.2
Karachi,2023-11-19T12:00:00Z,28.21,0,35.41,404.92
Lahore,2023-11-19T14:00:00Z,40.16,7.29,55.95,405.84
Islamabad,2023-11-19T16:00:00Z,31.6,1.31,74.7,406.36
Quetta,2023-11-19T18:00:00Z,34.26,6.0,77.76,435.93
Peshawar,2023-11-19T20:00:00Z,33.35,1.54,71.89,395.46
Karachi,2023-11-19T22:00:00Z,32.75,7.25,62.29,397.0
Lahore,2023-11-20T00:00:00Z,31.89,0,38.72,402.95
Islamabad,2023-11-20T02:00:00Z,28.68,0,41.04,436.25
Quetta,2023-11-20T04:00:00Z,30.92,0,38.37,410.82
Peshawar,2023-11-20T06:00:00Z,31.82,11.92,75.67,425.34
Karachi,2023-11-20T08:00:00Z,18.86,0,89.01,395.04
Lahore,2023-11-20T10:00:00Z,34.69,0,67.37,419.3
Islamabad,2023-11-20T12:00:00Z,20.18,3.97,63.2,388.49
Quetta,2023-11-20T14:00:00Z,27.35,0,60.43,412.29
Peshawar,2023-11-20T16:00:00Z,31.13,0,78.7,400.81
Karachi,2023-11-20T18:00:00Z,30.84,2.82,85.49,397.63
Lahore,2023-11-20T20:00:00Z,17.87,0.7,33.12,391.79
Islamabad,2023-11-20T22:00:00Z,23.93,3.42,70.85,427.11
Quetta,2023-11-21T00:00:00Z,21.0,6.96,85.35,389.17
Peshawar,2023-11-21T02:00:00Z,28.9,0,87.9,369.34
Karachi,2023-11-21T04:00:00Z,18.45,8.43,78.73,414.62
Lahore,2023-11-21T06:00:00Z,38.88,8.44,68.28,384.63
Islamabad,2023-11-21T08:00:00Z,35.5,6.19,71.41,411.27
Quetta,2023-11-21T10:00:00Z,28.11,6.77,38.26,410.66
Peshawar,2023-11-21T12:00:00Z,29.98,3.97,37.55,428.14
Karachi,2023-11-21T14:00:00Z,29.4,0.38,70.88,399.87
Lahore,2023-11-21T16:00:00Z,33.59,8.19,70.11,407.48
Islamabad,2023-11-21T18:00:00Z,20.49,1.5,81.81,416.12
Quetta,2023-11-21T20:00:00Z,32.54,0,36.25,402.9
Peshawar,2023-11-21T22:00:00Z,43.38,5.61,51.25,388.65
Karachi,2023-11-22T00:00:00Z,22.65,3.82,46.73,430.33
Lahore,2023-11-22T02:00:00Z,25.99,1.98,88.88,423.51
Islamabad,2023-11-22T04:00:00Z,41.08,1.13,44.81,407.52
Quetta,2023-11-22T06:00:00Z,26.77,0.23,67.84,397.82
Peshawar,2023-11-22T08:00:00Z,22.43,0,52.83,397.67
Karachi,2023-11-22T10:00:00Z,30.04,0,45.63,407.48
Lahore,2023-11-22T12:00:00Z,23.84,0,58.07,411.69
Islamabad,2023-11-22T14:00:00Z,39.61,0,38.66,421.18
Quetta,2023-11-22T16:00:00Z,27.7,8.66,67.01,384.08
Peshawar,2023-11-22T18:00:00Z,24.12,1.0,47.71,400.36
Karachi,2023-11-22T20:00:00Z,29.84,0,44.95,389.49
Lahore,2023-11-22T22:00:00Z,25.49,0,50.44,416.87
Islamabad,2023-11-23T00:00:00Z,43.31,4.78,50.6,417.44
Quetta,2023-11-23T02:00:00Z,20.96,0,48.38,438.59
Peshawar,2023-11-23T04:00:00Z,24.83,0,56.17,389.49
Karachi,2023-11-23T06:00:00Z,41.04,0.76,68.89,421.52
Lahore,2023-11-23T08:00:00Z,37.96,3.65,32.32,417.2
Islamabad,2023-11-23T10:00:00Z,24.58,0.24,87.9,427.19
Quetta,2023-11-23T12:00:00Z,34.6,0,44.33,411.8
Peshawar,2023-11-23T14:00:00Z,33.37,7.42,34.79,412.77
Karachi,2023-11-23T16:00:00Z,17.36,4.08,44.12,392.26
Lahore,2023-11-23T18:00:00Z,20.9,4.36,73.02,394.19
Islamabad,2023-11-23T20:00:00Z,19.37,0,33.64,411.35
Quetta,2023-11-23T22:00:00Z,10.9,4.26,57.49,412.42
Peshawar,2023-11-24T00:00:00Z,32.18,0,38.99,413.21
Karachi,2023-11-24T02:00:00Z,29.5,2.7,49.64,411.29
Lahore,2023-11-24T04:00:00Z,35.98,8.98,88.82,395.81
Islamabad,2023-11-24T06:00:00Z,21.47,3.87,68.4,407.66
Quetta,2023-11-24T08:00:00Z,56.08,6.73,59.43,412.24
Peshawar,2023-11-24T10:00:00Z,22.95,0,31.16,416.23
Karachi,2023-11-24T12:00:00Z,24.14,7.69,66.53,421.46
Lahore,2023-11-24T14:00:00Z,31.47,9.03,42.11,411.42
Islamabad,2023-11-24T16:00:00Z,27.26,0,88.33,401.79
Quetta,2023-11-24T18:00:00Z,35.76,12.59,42.5,422.64
Peshawar,2023-11-24T20:00:00Z,18.26,0,33.49,389.52
Karachi,2023-11-24T22:00:00Z,31.47,7.01,68.26,389.52
Lahore,2023-11-25T00:00:00Z,35.19,0,72.66,393.69
Islamabad,2023-11-25T02:00:00Z,25.37,8.02,40.27,414.02
Quetta,2023-11-25T04:00:00Z,20.96,0,60.28,437.45
Peshawar,2023-11-25T06:00:00Z,23.51,0,46.98,423.7
Karachi,2023-11-25T08:00:00Z,36.39,10.77,89.68,417.72
Lahore,2023-11-25T10:00:00Z,33.09,0,85.87,414.57
Islamabad,2023-11-25T12:00:00Z,26.12,0,61.26,401.13
Quetta,2023-11-25T14:00:00Z,30.22,0,48.29,411.32
Peshawar,2023-11-25T16:00:00Z,35.07,4.11,37.2,407.18
Karachi,2023-11-25T18:00:00Z,27.74,1.01,62.75,395.44
Lahore,2023-11-25T20:00:00Z,12.64,12.95,82.06,417.37
Islamabad,2023-11-25T22:00:00Z,23.11,6.97,87.72,397.23
Quetta,2023-11-26T00:00:00Z,29.0,4.5,45.95,417.59
Peshawar,2023-11-26T02:00:00Z,26.4,4.34,44.52,432.89
Karachi,2023-11-26T04:00:00Z,34.37,0,45.11,411.83
Lahore,2023-11-26T06:00:00Z,47.78,0,59.22,408.76
Islamabad,2023-11-26T08:00:00Z,6.35,0,38.95,400.01
Quetta,2023-11-26T10:00:00Z,19.44,4.67,49.75,425.35
Peshawar,2023-11-26T12:00:00Z,30.14,6.51,31.52,401.86
Karachi,2023-11-26T14:00:00Z,38.02,0,33.1,434.84
Lahore,2023-11-26T16:00:00Z,24.64,7.66,51.35,437.19
Islamabad,2023-11-26T18:00:00Z,31.03,0,31.65,426.06
Quetta,2023-11-26T20:00:00Z,26.79,7.18,38.32,422.23
Peshawar,2023-11-26T22:00:00Z,23.65,0,51.15,416.97
Karachi,2023-11-27T00:00:00Z,37.8,0,80.06,409.89
Lahore,2023-11-27T02:00:00Z,47.54,8.57,60.76,408.88
Islamabad,2023-11-27T04:00:00Z,35.91,0.99,36.87,412.64
Quetta,2023-11-27T06:00:00Z,38.01,6.73,55.19,425.49
Peshawar,2023-11-27T08:00:00Z,34.22,11.78,60.77,399.52
Karachi,2023-11-27T10:00:00Z,15.17,7.62,65.82,428.88
Lahore,2023-11-27T12:00:00Z,31.79,0.45,32.42,439.19
Islamabad,2023-11-27T14:00:00Z,22.5,0.44,56.91,413.47
Quetta,2023-11-27T16:00:00Z,38.78,4.63,36.49,411.63
Peshawar,2023-11-27T18:00:00Z,39.58,0,47.2,419.79
Karachi,2023-11-27T20:00:00Z,21.53,4.58,49.77,399.82
Lahore,2023-11-27T22:00:00Z,22.69,0.15,31.23,424.2
Islamabad,2023-11-28T00:00:00Z,37.98,0,87.03,424.12
Quetta,2023-11-28T02:00:00Z,39.42,7.13,38.0,425.55
Peshawar,2023-11-28T04:00:00Z,30.39,8.38,41.82,411.32
Karachi,2023-11-28T06:00:00Z,28.7,1.06,80.23,450.18
Lahore,2023-11-28T08:00:00Z,31.49,0,74.48,420.69
Islamabad,2023-11-28T10:00:00Z,16.07,3.38,89.4,406.55
Quetta,2023-11-28T12:00:00Z,31.95,0,50.76,406.1
Peshawar,2023-11-28T14:00:00Z,33.29,0,41.18,413.45
Karachi,2023-11-28T16:00:00Z,26.82,0,74.94,401.93
Lahore,2023-11-28T18:00:00Z,32.63,0,51.45,399.89
Islamabad,2023-11-28T20:00:00Z,31.17,6.96,57.74,434.38
Quetta,2023-11-28T22:00:00Z,38.72,5.18,41.63,428.4
Peshawar,2023-11-29T00:00:00Z,26.08,2.89,40.84,406.61
Karachi,2023-11-29T02:00:00Z,36.8,2.45,41.31,415.6
Lahore,2023-11-29T04:00:00Z,30.42,0.45,40.52,408.61
Islamabad,2023-11-29T06:00:00Z,28.83,3.43,61.98,412.41
Quetta,2023-11-29T08:00:00Z,26.14,0,86.51,433.82
Peshawar,2023-11-29T10:00:00Z,27.35,17.42,47.94,401.53
Karachi,2023-11-29T12:00:00Z,29.93,7.92,72.7,409.94
Lahore,2023-11-29T14:00:00Z,34.64,0,32.66,420.07
Islamabad,2023-11-29T16:00:00Z,28.33,0.22,84.75,388.63
Quetta,2023-11-29T18:00:00Z,22.73,0.74,87.95,407.43
Peshawar,2023-11-29T20:00:00Z,35.93,0.04,31.48,403.94
Karachi,2023-11-29T22:00:00Z,33.38,2.59,70.96,433.84
Lahore,2023-11-30T00:00:00Z,29.04,4.58,50.85,393.46
Islamabad,2023-11-30T02:00:00Z,30.98,0.53,81.88,405.71
Quetta,2023-11-30T04:00:00Z,24.27,0,63.1,425.22
Peshawar,2023-11-30T06:00:00Z,28.64,4.64,57.12,386.9
Karachi,2023-11-30T08:00:00Z,26.86,7.32,64.1,423.68
Lahore,2023-11-30T10:00:00Z,43.86,0,39.18,436.93
Islamabad,2023-11-30T12:00:00Z,27.36,4.2,58.34,437.07
Quetta,2023-11-30T14:00:00Z,35.85,0.89,35.91,415.48
Peshawar,2023-11-30T16:00:00Z,21.8,1.64,57.5,427.76
Karachi,2023-11-30T18:00:00Z,20.46,0,88.05,431.16
Lahore,2023-11-30T20:00:00Z,20.09,0,62.79,417.72
Islamabad,2023-11-30T22:00:00Z,31.66,7.47,31.46,427.96
Quetta,2023-12-01T00:00:00Z,33.95,0,42.02,424.5
Peshawar,2023-12-01T02:00:00Z,28.2,0.64,35.4,418.22
Karachi,2023-12-01T04:00:00Z,20.09,0,63.3,384.16
Lahore,2023-12-01T06:00:00Z,0.9,3.39,50.06,391.91
Islamabad,2023-12-01T08:00:00Z,17.37,7.5,65.32,406.63
Quetta,2023-12-01T10:00:00Z,28.69,0,68.66,403.31
Peshawar,2023-12-01T12:00:00Z,20.84,0,73.44,425.23
Karachi,2023-12-01T14:00:00Z,18.2,0,60.54,402.65
Lahore,2023-12-01T16:00:00Z,18.12,0.96,80.43,392.25
Islamabad,2023-12-01T18:00:00Z,31.61,8.33,61.09,412.11
Quetta,2023-12-01T20:00:00Z,13.14,0.92,87.22,412.32
Peshawar,2023-12-01T22:00:00Z,36.26,2.29,58.82,395.2
Karachi,2023-12-02T00:00:00Z,29.37,4.53,79.37,409.61
Lahore,2023-12-02T02:00:00Z,29.67,4.18,84.4,426.41
Islamabad,2023-12-02T04:00:00Z,23.73,0,44.63,405.31
Quetta,2023-12-02T06:00:00Z,29.31,2.15,53.53,433.13
Peshawar,2023-12-02T08:00:00Z,16.55,0.23,57.64,389.28
Karachi,2023-12-02T10:00:00Z,31.35,0.28,65.95,403.17
Lahore,2023-12-02T12:00:00Z,35.84,4.37,81.6,406.64
Islamabad,2023-12-02T14:00:00Z,17.9,0,31.57,389.67
Quetta,2023-12-02T16:00:00Z,36.48,2.16,65.56,416.19
Peshawar,2023-12-02T18:00:00Z,36.27,5.66,69.44,409.75
Karachi,2023-12-02T20:00:00Z,31.73,8.61,89.92,387.56
Lahore,2023-12-02T22:00:00Z,0.62,0,46.16,419.21
Islamabad,2023-12-03T00:00:00Z,26.9,0,44.85,433.23
Quetta,2023-12-03T02:00:00Z,23.03,3.93,82.4,414.88
Peshawar,2023-12-03T04:00:00Z,19.56,1.37,77.62,420.5
Karachi,2023-12-03T06:00:00Z,16.68,4.7,67.46,414.69
Lahore,2023-12-03T08:00:00Z,42.52,2.51,65.39,428.61
Islamabad,2023-12-03T10:00:00Z,35.02,3.57,61.15,399.87
Quetta,2023-12-03T12:00:00Z,28.13,1.01,80.59,411.06
Peshawar,2023-12-03T14:00:00Z,38.2,0,60.36,413.82
Karachi,2023-12-03T16:00:00Z,26.77,0,85.54,417.39
Lahore,2023-12-03T18:00:00Z,36.06,5.39,39.83,413.25
Islamabad,2023-12-03T20:00:00Z,39.77,3.13,89.4,429.14
Quetta,2023-12-03T22:00:00Z,27.54,9.3,39.88,415.17
Peshawar,2023-12-04T00:00:00Z,23.86,6.84,54.88,431.28
Karachi,2023-12-04T02:00:00Z,20.73,14.38,84.91,408.05
Lahore,2023-12-04T04:00:00Z,28.59,7.2,63.27,403.14
Islamabad,2023-12-04T06:00:00Z,32.9,8.67,31.37,430.96
Quetta,2023-12-04T08:00:00Z,37.88,0,72.49,385.03
Peshawar,2023-12-04T10:00:00Z,39.03,8.24,33.45,403.69
Karachi,2023-12-04T12:00:00Z,30.31,0,58.43,417.07
Lahore,2023-12-04T14:00:00Z,16.91,8.3,39.47,411.41
Islamabad,2023-12-04T16:00:00Z,34.81,13.32,33.79,382.63
Quetta,2023-12-04T18:00:00Z,27.79,0.14,63.26,388.2
Peshawar,2023-12-04T20:00:00Z,31.64,5.8,75.42,398.91
Karachi,2023-12-04T22:00:00Z,30.74,4.2,34.52,395.34
Lahore,2023-12-05T00:00:00Z,10.91,8.51,57.02,410.72
Islamabad,2023-12-05T02:00:00Z,40.1,0,40.0,430.72
Quetta,2023-12-05T04:00:00Z,31.45,0,34.46,418.95
Peshawar,2023-12-05T06:00:00Z,21.64,0,68.43,413.88
Karachi,2023-12-05T08:00:00Z,19.06,4.71,41.77,414.44
Lahore,2023-12-05T10:00:00Z,14.87,0,75.2,436.2
Islamabad,2023-12-05T12:00:00Z,23.38,0,43.62,389.68
Quetta,2023-12-05T14:00:00Z,29.69,0,36.14,405.88
Peshawar,2023-12-05T16:00:00Z,18.86,0,73.52,400.97
Karachi,2023-12-05T18:00:00Z,22.81,1.98,53.41,388.48
Lahore,2023-12-05T20:00:00Z,40.54,9.77,53.04,408.5
Islamabad,2023-12-05T22:00:00Z,8.71,4.11,40.19,406.7
Quetta,2023-12-06T00:00:00Z,25.02,0.5,76.89,389.11
Peshawar,2023-12-06T02:00:00Z,29.32,0,57.48,405.91
Karachi,2023-12-06T04:00:00Z,18.08,3.5,73.09,420.15
Lahore,2023-12-06T06:00:00Z,29.82,9.0,30.06,404.5
Islamabad,2023-12-06T08:00:00Z,29.51,0,59.14,398.28
Quetta,2023-12-06T10:00:00Z,27.99,6.53,56.45,391.64
Peshawar,2023-12-06T12:00:00Z,40.02,0,50.15,423.23
Karachi,2023-12-06T14:00:00Z,7.88,2.47,71.78,426.45
Lahore,2023-12-06T16:00:00Z,22.99,0.24,73.92,406.49
Islamabad,2023-12-06T18:00:00Z,26.57,8.4,86.76,406.57
Quetta,2023-12-06T20:00:00Z,18.87,13.88,60.21,412.16
Peshawar,2023-12-06T22:00:00Z,28.96,0,69.03,415.71
Karachi,2023-12-07T00:00:00Z,24.22,0,85.92,409.81
Lahore,2023-12-07T02:00:00Z,35.64,5.7,30.9,418.49
Islamabad,2023-12-07T04:00:00Z,15.85,3.76,88.46,436.78
Quetta,2023-12-07T06:00:00Z,30.56,0.62,47.73,423.79
Peshawar,2023-12-07T08:00:00Z,18.44,0,77.78,400.07
Karachi,2023-12-07T10:00:00Z,37.25,0,70.2,407.86
Lahore,2023-12-07T12:00:00Z,35.46,6.94,85.64,412.27
Islamabad,2023-12-07T14:00:00Z,23.77,4.27,53.77,414.98
Quetta,2023-12-07T16:00:00Z,20.51,3.9,34.38,439.91
Peshawar,2023-12-07T18:00:00Z,34.06,0,79.53,403.02
Karachi,2023-12-07T20:00:00Z,36.83,0,79.29,390.76
Lahore,2023-12-07T22:00:00Z,15.87,2.12,68.19,404.63
Islamabad,2023-12-08T00:00:00Z,21.79,7.12,42.19,429.44
Quetta,2023-12-08T02:00:00Z,34.03,9.16,38.32,442.19
Peshawar,2023-12-08T04:00:00Z,16.39,5.1,66.36,395.45
Karachi,2023-12-08T06:00:00Z,29.93,15.67,61.22,443.64
Lahore,2023-12-08T08:00:00Z,25.49,2.31,49.94,395.66
Islamabad,2023-12-08T10:00:00Z,30.05,0.6,40.04,405.57
Quetta,2023-12-08T12:00:00Z,17.09,7.05,62.24,402.88
Peshawar,2023-12-08T14:00:00Z,22.28,1.33,52.06,412.45
Karachi,2023-12-08T16:00:00Z,39.79,5.93,68.22,404.68
Lahore,2023-12-08T18:00:00Z,12.62,0,73.11,389.97
Islamabad,2023-12-08T20:00:00Z,39.72,0,35.1,399.17
Quetta,2023-12-08T22:00:00Z,17.96,7.0,74.56,423.33
Peshawar,2023-12-09T00:00:00Z,28.21,0,40.63,431.07
Karachi,2023-12-09T02:00:00Z,37.62,6.56,65.17,402.84
Lahore,2023-12-09T04:00:00Z,25.12,0,76.64,416.8
Islamabad,2023-12-09T06:00:00Z,23.63,11.76,39.89,399.72
Quetta,2023-12-09T08:00:00Z,31.6,0,30.97,418.27
Peshawar,2023-12-09T10:00:00Z,28.88,0.39,71.95,414.54
Karachi,2023-12-09T12:00:00Z,31.69,2.52,83.64,409.9
Lahore,2023-12-09T14:00:00Z,42.16,0,38.83,417.16
Islamabad,2023-12-09T16:00:00Z,34.0,0,47.69,409.99
Quetta,2023-12-09T18:00:00Z,40.01,6.34,36.79,400.71
Peshawar,2023-12-09T20:00:00Z,24.42,0,51.82,432.51
Karachi,2023-12-09T22:00:00Z,28.12,2.93,40.07,413.76
Lahore,2023-12-10T00:00:00Z,41.07,2.44,72.45,404.36
Islamabad,2023-12-10T02:00:00Z,25.83,7.6,63.45,428.4
Quetta,2023-12-10T04:00:00Z,34.36,6.26,72.49,412.18
Peshawar,2023-12-10T06:00:00Z,25.39,0.41,48.47,414.99
Karachi,2023-12-10T08:00:00Z,26.4,0,80.33,432.45
Lahore,2023-12-10T10:00:00Z,26.54,0,68.15,375.06
Islamabad,2023-12-10T12:00:00Z,16.53,0.52,72.87,413.64
Quetta,2023-12-10T14:00:00Z,22.07,4.83,53.23,387.39
Peshawar,2023-12-10T16:00:00Z,20.06,0,61.83,413.57
Karachi,2023-12-10T18:00:00Z,28.74,4.62,59.66,448.27
Lahore,2023-12-10T20:00:00Z,26.31,0,46.77,413.39
Islamabad,2023-12-10T22:00:00Z,12.47,5.08,86.37,410.86
Quetta,2023-12-11T00:00:00Z,28.65,3.55,42.09,420.46
Peshawar,2023-12-11T02:00:00Z,29.2,5.91,48.21,430.42
Karachi,2023-12-11T04:00:00Z,26.38,8.56,80.71,403.74
Lahore,2023-12-11T06:00:00Z,23.13,13.11,83.35,400.35
Islamabad,2023-12-11T08:00:00Z,40.86,0.34,58.82,409.46
Quetta,2023-12-11T10:00:00Z,14.91,0,66.97,405.6
Peshawar,2023-12-11T12:00:00Z,26.03,0.58,70.69,416.45
Karachi,2023-12-11T14:00:00Z,35.55,9.04,34.05,412.7
Lahore,2023-12-11T16:00:00Z,24.04,6.64,84.42,380.99
Islamabad,2023-12-11T18:00:00Z,26.02,1.36,71.14,409.47
Quetta,2023-12-11T20:00:00Z,33.41,0,69.19,413.05
Peshawar,2023-12-11T22:00:00Z,27.36,4.43,57.07,397.45
Karachi,2023-12-12T00:00:00Z,13.76,3.53,38.13,423.32
Lahore,2023-12-12T02:00:00Z,32.36,0,49.62,423.84
Islamabad,2023-12-12T04:00:00Z,25.25,2.88,71.57,456.03
Quetta,2023-12-12T06:00:00Z,44.36,0.65,55.65,398.81
Peshawar,2023-12-12T08:00:00Z,18.08,9.9,55.58,413.73
Karachi,2023-12-12T10:00:00Z,28.68,0,88.19,413.94
Lahore,2023-12-12T12:00:00Z,22.95,0.85,63.73,433.78
Islamabad,2023-12-12T14:00:00Z,16.5,0,40.79,418.37
Quetta,2023-12-12T16:00:00Z,35.6,0,82.76,400.52
Peshawar,2023-12-12T18:00:00Z,30.26,8.57,32.71,425.39
Karachi,2023-12-12T20:00:00Z,15.53,9.96,30.1,399.06
Lahore,2023-12-12T22:00:00Z,39.93,1.31,81.81,445.2
Islamabad,2023-12-13T00:00:00Z,16.35,0,38.74,429.93
Quetta,2023-12-13T02:00:00Z,18.9,0.48,62.59,419.57
Peshawar,2023-12-13T04:00:00Z,25.49,4.03,88.43,425.26
Karachi,2023-12-13T06:00:00Z,29.81,3.41,30.85,417.21
Lahore,2023-12-13T08:00:00Z,39.14,1.84,42.38,399.15
Islamabad,2023-12-13T10:00:00Z,28.83,0,86.9,371.14
Quetta,2023-12-13T12:00:00Z,25.36,0,49.27,405.72
Peshawar,2023-12-13T14:00:00Z,17.94,0.17,45.99,390.75
Karachi,2023-12-13T16:00:00Z,22.56,1.15,47.57,391.05
Lahore,2023-12-13T18:00:00Z,20.07,1.66,83.49,411.76
Islamabad,2023-12-13T20:00:00Z,22.93,0,58.59,414.57
Quetta,2023-12-13T22:00:00Z,15.9,0,71.4,426.67
Peshawar,2023-12-14T00:00:00Z,15.68,0,31.56,417.63
Karachi,2023-12-14T02:00:00Z,27.16,1.87,56.19,387.74
Lahore,2023-12-14T04:00:00Z,30.05,0,48.13,427.06
Islamabad,2023-12-14T06:00:00Z,43.85,5.6,69.13,417.23
Quetta,2023-12-14T08:00:00Z,14.26,3.72,35.41,411.09
Peshawar,2023-12-14T10:00:00Z,20.88,2.87,34.14,410.51
Karachi,2023-12-14T12:00:00Z,38.68,0,51.94,434.39
Lahore,2023-12-14T14:00:00Z,17.87,2.49,40.63,405.41
Islamabad,2023-12-14T16:00:00Z,26.61,9.44,75.63,418.87
Quetta,2023-12-14T18:00:00Z,40.0,9.42,83.69,395.13
Peshawar,2023-12-14T20:00:00Z,21.63,0,54.76,391.0
Karachi,2023-12-14T22:00:00Z,35.72,5.29,44.22,403.85
Lahore,2023-12-15T00:00:00Z,30.34,0,55.48,420.51
Islamabad,2023-12-15T02:00:00Z,34.36,0.86,43.3,397.24
Quetta,2023-12-15T04:00:00Z,22.32,0,79.39,430.26
Peshawar,2023-12-15T06:00:00Z,26.56,4.26,55.82,408.95
Karachi,2023-12-15T08:00:00Z,22.94,1.34,53.27,405.01
Lahore,2023-12-15T10:00:00Z,27.11,7.86,49.86,408.54
Islamabad,2023-12-15T12:00:00Z,34.44,1.02,79.84,427.21
Quetta,2023-12-15T14:00:00Z,13.01,0,57.86,393.22
Peshawar,2023-12-15T16:00:00Z,34.58,2.8,49.77,419.9
